単語番号,日,種類,ファイル名,長さ(秒),開始(フレーム),終了(フレーム)
213,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,0.8,2298368,2331648
213,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,1.0,2344448,2387968
213,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.7,2397696,2472960
213,18,例文2,067_Kikutan_Chinese_Nyumon.mp3,2.8,2496512,2620416
214,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.0,2651136,2695680
214,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,0.7,2706432,2737152
214,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,2.3,2743808,2846208
215,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.3,2893824,2950656
215,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,1.0,2960896,3004928
215,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,2.2,3025408,3120640
215,18,例文2,067_Kikutan_Chinese_Nyumon.mp3,2.6,3168768,3281408
216,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.3,3351040,3408384
216,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,1.2,3434496,3487744
216,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.9,3526656,3611648
217,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.8,104448,138752
217,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,1.3,153600,209920
217,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,1.7,230400,304640
218,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.8,340992,376832
218,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.8,386048,420352
218,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,2.7,434688,551936
219,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,1.0,566784,612864
219,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.8,617472,650752
219,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,1.9,666624,750080
220,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.8,776704,811008
220,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.8,816128,850432
220,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,1.7,869888,944128
221,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.8,975360,1010688
221,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.7,1033728,1062400
221,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,2.7,1084416,1202688
222,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.8,1223680,1257984
222,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.7,1268736,1300992
222,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,1.3,1315840,1373696
223,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,1.1,1404928,1451520
223,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.8,1460224,1493504
223,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,1.8,1509376,1588736
224,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.6,1618944,1644544
224,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.6,1659392,1684480
224,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,2.1,1696768,1789952
224,19,例文2,068_Kikutan_Chinese_Nyumon.mp3,1.9,1833984,1917952
225,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.9,1951232,1992704
225,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.7,2002432,2034688
225,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,2.0,2072576,2160640
226,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,1.0,2204672,2247168
226,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,1.0,2260480,2305024
226,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,2.5,2330624,2442752
227,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,0.8,2490368,2526720
227,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.7,2547200,2579968
227,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,1.7,2606592,2679808
228,19,中国語,068_Kikutan_Chinese_Nyumon.mp3,1.0,2727424,2771968
228,19,日本語,068_Kikutan_Chinese_Nyumon.mp3,0.8,2783744,2817024
228,19,例文1,068_Kikutan_Chinese_Nyumon.mp3,2.0,2841088,2927616
229,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,0.8,131072,167424
229,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.3,175616,232448
229,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,1.2,252416,306176
230,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.0,330240,376320
230,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.3,380416,437760
230,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,1.4,456192,519680
231,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,0.9,544256,584192
231,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.2,605184,657920
231,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,3.1,676864,811520
232,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.0,831488,877056
232,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.0,887296,932864
232,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,2.2,947200,1043456
233,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.0,1091072,1136640
233,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,0.7,1143808,1175040
233,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,2.2,1200640,1296384
234,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.3,1338880,1396224
234,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.0,1410560,1456128
234,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,1.9,1470976,1555968
235,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,0.9,1597440,1635328
235,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,0.8,1643008,1676800
235,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,1.8,1697792,1776640
236,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.1,1806848,1853440
236,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.0,1862656,1908224
236,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,2.2,1916928,2012160
237,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.3,2043904,2101760
237,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.0,2116608,2161152
237,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,2.1,2170880,2262016
238,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.2,2294272,2349056
238,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.0,2364928,2409472
238,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,2.2,2429952,2526208
239,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.3,2557440,2613760
239,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.0,2634752,2679808
239,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,2.2,2683392,2779648
240,20,中国語,069_Kikutan_Chinese_Nyumon.mp3,1.3,2810880,2867712
240,20,日本語,069_Kikutan_Chinese_Nyumon.mp3,1.2,2878464,2933248
240,20,例文1,069_Kikutan_Chinese_Nyumon.mp3,2.4,2942464,3048960
240,20,例文2,069_Kikutan_Chinese_Nyumon.mp3,2.2,3075072,3171328
241,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.6,118784,145920
241,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,0.5,159232,182784
241,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.4,203264,308736
242,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.7,341504,372224
242,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,0.7,385024,414720
242,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,1.8,428544,507904
243,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.8,539648,574976
243,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,0.8,594944,629248
243,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.2,643584,739840
243,21,例文2,070_Kikutan_Chinese_Nyumon.mp3,1.4,764928,825856
244,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.8,842240,878080
244,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,1.0,886784,931328
244,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,1.3,941568,997888
245,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.5,1024000,1045504
245,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,1.3,1058304,1113600
245,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.1,1134592,1225728
246,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.7,1253376,1285120
246,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,1.0,1294848,1338880
246,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.2,1355776,1451520
246,21,例文2,070_Kikutan_Chinese_Nyumon.mp3,1.3,1476608,1533952
247,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.5,1559552,1583616
247,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,0.5,1598464,1620992
247,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.0,1641472,1727488
247,21,例文2,070_Kikutan_Chinese_Nyumon.mp3,2.1,1763328,1853952
248,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,0.8,1895424,1929728
248,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,0.8,1945088,1979904
248,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,1.9,2005504,2090496
249,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,1.1,2121216,2170368
249,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,1.0,2188288,2233856
249,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.0,2270208,2357760
250,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,1.1,2391552,2438144
250,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,0.8,2469888,2503168
250,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.2,2518528,2614784
251,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,1.0,2645504,2691072
251,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,0.6,2701312,2728448
251,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,2.4,2744832,2850816
252,21,中国語,070_Kikutan_Chinese_Nyumon.mp3,1.3,2865152,2922496
252,21,日本語,070_Kikutan_Chinese_Nyumon.mp3,1.0,2937856,2981888
252,21,例文1,070_Kikutan_Chinese_Nyumon.mp3,4.2,2992128,3176960
253,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.1,131072,178176
253,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.6,197632,222208
253,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.8,241152,362496
254,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.3,390144,447488
254,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.8,461824,496640
254,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.7,511488,629760
255,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.1,659968,707072
255,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.7,722432,751104
255,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.4,770560,874496
256,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.2,913920,966144
256,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.7,986624,1016832
256,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.6,1033728,1147904
257,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,0.9,1184768,1225728
257,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.5,1235968,1258496
257,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.2,1272320,1368064
258,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.2,1393664,1445376
258,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.7,1466368,1495040
258,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.2,1509376,1605120
259,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.1,1635840,1682944
259,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.7,1691648,1720832
259,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.4,1735168,1843200
260,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.3,1869312,1926656
260,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.8,1939456,1974272
260,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.4,1989120,2096640
261,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.2,2137600,2188800
261,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.7,2198528,2228224
261,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.2,2243072,2341376
262,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.2,2369024,2420224
262,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.5,2436608,2459136
262,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.6,2468864,2582016
263,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.2,2606080,2658304
263,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.7,2672640,2702336
263,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.3,2716160,2818560
264,22,中国語,071_Kikutan_Chinese_Nyumon.mp3,1.4,2854912,2916864
264,22,日本語,071_Kikutan_Chinese_Nyumon.mp3,0.9,2933248,2971648
264,22,例文1,071_Kikutan_Chinese_Nyumon.mp3,2.7,2986496,3105280
265,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.2,109056,161792
265,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,0.9,171008,210944
265,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.7,224768,343552
266,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.2,378880,431616
266,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,1.0,445952,492032
266,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.2,505856,603136
267,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.2,632832,685056
267,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,1.0,694272,740352
267,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.6,759296,872960
268,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.3,897024,955392
268,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,1.0,958464,1004544
268,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.2,1024000,1120768
269,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.3,1145856,1203712
269,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,0.9,1212416,1252864
269,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.4,1267200,1374208
270,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.3,1393664,1451520
270,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,0.7,1459712,1488896
270,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.3,1498624,1598464
271,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.4,1625088,1688576
271,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,0.8,1702912,1738240
271,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.4,1757184,1864192
272,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.3,1889792,1947648
272,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,1.0,1967104,2009088
272,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,3.1,2038272,2173952
273,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.5,2198016,2264576
273,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,1.0,2276352,2321408
273,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.8,2331136,2455040
274,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.2,2485248,2536448
274,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,0.8,2546176,2580992
274,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,1.9,2595328,2677760
275,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.2,2699776,2751488
275,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,0.7,2771456,2804224
275,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,2.3,2821120,2923008
276,23,中国語,072_Kikutan_Chinese_Nyumon.mp3,1.3,2949120,3005952
276,23,日本語,072_Kikutan_Chinese_Nyumon.mp3,0.9,3014656,3053056
276,23,例文1,072_Kikutan_Chinese_Nyumon.mp3,1.7,3064832,3139072
277,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.3,103424,160768
277,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.6,171008,198656
277,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,1.7,217088,293888
278,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.2,330240,381952
278,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.8,396288,431104
278,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,1.9,439808,525312
279,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.2,566272,619008
279,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.7,628224,657408
279,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.8,677376,800768
280,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.1,837632,888320
280,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.6,905216,935424
280,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.8,952832,1075712
281,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.4,1101312,1164288
281,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.9,1179136,1219072
281,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.6,1227776,1341440
282,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.1,1377280,1427968
282,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.9,1444864,1484288
282,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.2,1498112,1594368
283,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.3,1625600,1681408
283,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,1.2,1692160,1743360
283,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.4,1752064,1859072
284,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.3,1885184,1942016
284,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,1.0,1957376,2000896
284,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.6,2011648,2128384
285,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.2,2170880,2222592
285,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.9,2237440,2276352
285,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.6,2297856,2414080
286,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.3,2441216,2498048
286,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.9,2508800,2547200
286,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.4,2567680,2675712
287,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.1,2705920,2756608
287,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.8,2766848,2801152
287,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,2.3,2821120,2923520
288,24,中国語,073_Kikutan_Chinese_Nyumon.mp3,1.3,2948608,3005952
288,24,日本語,073_Kikutan_Chinese_Nyumon.mp3,0.7,3009536,3038720
288,24,例文1,073_Kikutan_Chinese_Nyumon.mp3,3.5,3047424,3202560
289,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.3,125440,183296
289,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,0.8,197632,232448
289,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,2.9,236032,365568
290,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.2,379392,431616
290,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,0.8,440320,475648
290,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,1.7,483840,558080
291,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.3,583168,640512
291,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.2,644608,695808
291,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,1.6,704512,777216
292,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,0.9,815104,856064
292,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,0.7,871424,903168
292,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,2.3,908800,1010176
293,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.3,1046016,1103872
293,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.3,1112576,1169408
293,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,1.8,1189376,1269760
294,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.3,1295360,1351680
294,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.0,1367040,1412096
294,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,2.6,1426432,1539072
294,25,例文2,074_Kikutan_Chinese_Nyumon.mp3,2.1,1570816,1665536
295,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.2,1707520,1759744
295,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.2,1774080,1825792
295,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,2.4,1850880,1958400
296,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.3,1989120,2046976
296,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,0.9,2060800,2101760
296,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,1.6,2121728,2193920
297,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.3,2231296,2288640
297,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.0,2293760,2338816
297,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,2.2,2359296,2455040
298,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.2,2490368,2542080
298,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.1,2558464,2607616
298,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,1.8,2622464,2702848
299,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.5,2750976,2818560
299,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.1,2833408,2884096
299,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,2.4,2904064,3011584
300,25,中国語,074_Kikutan_Chinese_Nyumon.mp3,1.3,3036672,3092480
300,25,日本語,074_Kikutan_Chinese_Nyumon.mp3,1.0,3103744,3148288
300,25,例文1,074_Kikutan_Chinese_Nyumon.mp3,2.6,3169280,3281920
301,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,0.6,92160,117760
301,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,0.6,133632,161792
301,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,1.8,180736,261632
301,26,例文2,075_Kikutan_Chinese_Nyumon.mp3,2.6,278528,392704
302,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,0.8,440320,475648
302,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,1.0,489984,535040
302,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.2,556032,652288
302,26,例文2,075_Kikutan_Chinese_Nyumon.mp3,2.3,677376,778752
303,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,1.1,804352,853504
303,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,0.7,865280,894464
303,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.3,908288,1009664
304,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,1.3,1040896,1098752
304,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,0.7,1112576,1144320
304,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.7,1150976,1269760
305,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,1.3,1316352,1374208
305,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,1.0,1388032,1432576
305,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,1.9,1448448,1533952
306,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,1.1,1570304,1620992
306,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,1.2,1642496,1695232
306,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.9,1713152,1843200
307,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,1.1,1883648,1930752
307,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,1.0,1950720,1996288
307,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.4,2016768,2122240
307,26,例文2,075_Kikutan_Chinese_Nyumon.mp3,2.6,2159616,2272256
308,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,1.0,2319872,2365952
308,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,1.1,2385920,2436608
308,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.8,2457600,2582016
308,26,例文2,075_Kikutan_Chinese_Nyumon.mp3,2.6,2611712,2724864
309,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,0.8,2753024,2790400
309,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,1.0,2800640,2845184
309,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.6,2854400,2970112
310,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,0.9,2997248,3037696
310,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,0.8,3053568,3086848
310,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.4,3107328,3214848
311,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,0.9,3240448,3281920
311,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,0.8,3296768,3330560
311,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,1.8,3339776,3417600
312,26,中国語,075_Kikutan_Chinese_Nyumon.mp3,1.2,3449344,3502080
312,26,日本語,075_Kikutan_Chinese_Nyumon.mp3,0.9,3511296,3550208
312,26,例文1,075_Kikutan_Chinese_Nyumon.mp3,2.3,3566080,3669504
313,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,0.9,109056,150528
313,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.9,170496,209920
313,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.1,224768,315392
314,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.1,340992,387584
314,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.9,401408,442368
314,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.9,457216,586240
315,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.0,610816,656896
315,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.8,672256,706048
315,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.4,720896,828416
316,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,0.9,876032,914944
316,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,1.0,936448,981504
316,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.2,1007616,1106432
316,27,例文2,076_Kikutan_Chinese_Nyumon.mp3,1.4,1128960,1191424
317,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,0.7,1228800,1258496
317,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.8,1283584,1318400
317,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.1,1350144,1441280
317,27,例文2,076_Kikutan_Chinese_Nyumon.mp3,2.1,1470976,1561600
