単語番号,日,種類,ファイル名,長さ(秒),開始(フレーム),終了(フレーム)
534,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.5,1570816,1594368
534,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.2,1619456,1715200
535,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,1.0,1746944,1793024
535,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.6,1808384,1836544
535,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.2,1857024,1952256
536,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,0.9,1994240,2035200
536,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.9,2045952,2085888
536,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.2,2105856,2201088
537,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,0.9,2249216,2289152
537,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.5,2299392,2321408
537,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,1.8,2341888,2419200
538,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,1.0,2452480,2498560
538,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,1.0,2520064,2563072
538,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,1.5,2590208,2657280
539,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,0.5,2711040,2735104
539,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.7,2746368,2778624
539,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.4,2805248,2911744
540,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,0.7,2959360,2989568
540,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.8,3014656,3048960
540,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,1.6,3075584,3148288
541,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,0.9,114688,155648
541,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.6,171008,199168
541,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.2,230912,282624
542,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,0.7,321536,353280
542,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.8,374784,409088
542,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.0,423936,468992
543,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,0.7,511488,541696
543,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.8,556544,590848
543,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.7,605696,678912
544,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,1.1,705024,751616
544,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.6,766464,794112
544,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.3,825856,883200
545,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,0.8,936448,971776
545,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.8,997888,1031168
545,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.6,1062912,1131520
546,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,1.2,1172992,1224192
546,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.7,1239040,1269248
546,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,3.3,1306112,1451008
547,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,1.1,1492480,1539584
547,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.9,1560064,1600000
547,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,2.1,1619968,1710592
548,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,1.2,1752064,1803264
548,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.9,1813504,1852416
548,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.7,1878528,1951744
549,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,0.9,1989120,2030080
549,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.7,2050048,2079744
549,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,2.8,2119168,2244608
549,46,例文2,095_Kikutan_Chinese_Nyumon.mp3,2.3,2275328,2375168
550,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,1.1,2423808,2472960
550,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,1.1,2499072,2548224
550,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,2.7,2589696,2707968
551,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,1.0,2739200,2784768
551,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.8,2816000,2851328
551,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.6,2876416,2945024
552,46,中国語,095_Kikutan_Chinese_Nyumon.mp3,1.0,2975232,3021312
552,46,日本語,095_Kikutan_Chinese_Nyumon.mp3,0.8,3043328,3076608
552,46,例文1,095_Kikutan_Chinese_Nyumon.mp3,1.9,3107840,3192320
553,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.3,137216,194560
553,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,1.1,223744,273408
553,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,2.0,302592,392192
554,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.2,429056,482304
554,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.9,502272,540672
554,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,2.0,567808,653824
555,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.3,700416,756224
555,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,1.0,776704,822272
555,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,1.5,842240,910336
556,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.0,947200,993280
556,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,1.0,1014784,1059328
556,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,1.8,1082368,1163776
557,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.0,1211904,1257472
557,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.8,1272832,1307648
557,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,1.8,1321984,1401344
558,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.1,1446912,1495552
558,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.9,1516544,1555456
558,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,1.4,1581056,1644544
559,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,0.9,1680384,1721344
559,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.9,1746944,1787392
559,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,1.9,1807360,1891328
559,47,例文2,096_Kikutan_Chinese_Nyumon.mp3,1.9,1914880,1996800
560,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,0.8,2044416,2079232
560,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.7,2099712,2128384
560,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,1.8,2154496,2234368
561,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,0.8,2287616,2321408
561,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.8,2336256,2370048
561,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,1.7,2391552,2465792
562,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.1,2498048,2548224
562,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,1.0,2563072,2607616
562,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,2.5,2628608,2740736
562,47,例文2,096_Kikutan_Chinese_Nyumon.mp3,1.7,2781184,2856960
563,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.3,2899456,2956288
563,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.9,2980864,3022336
563,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,2.9,3058688,3187200
564,47,中国語,096_Kikutan_Chinese_Nyumon.mp3,1.1,3229696,3280384
564,47,日本語,096_Kikutan_Chinese_Nyumon.mp3,0.9,3295744,3335168
564,47,例文1,096_Kikutan_Chinese_Nyumon.mp3,2.0,3373568,3459584
565,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,1.2,131072,183296
565,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,1.0,209408,254464
565,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,2.4,285184,389632
566,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.8,417792,452608
566,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,1.0,468480,513536
566,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,3.1,522240,657920
567,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.8,698880,733696
567,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.4,755712,772096
567,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,2.4,792576,899072
568,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.8,947200,983040
568,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.6,996864,1022464
568,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,3.7,1035264,1197568
569,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.7,1255424,1286144
569,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.4,1300480,1318400
569,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,2.5,1344512,1456640
570,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.8,1492480,1528832
570,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.8,1548288,1581568
570,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,3.7,1603072,1764352
570,48,例文2,097_Kikutan_Chinese_Nyumon.mp3,3.2,1806848,1947648
571,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.9,1995264,2033664
571,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.8,2056192,2091520
571,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,2.3,2115584,2217984
572,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.7,2259456,2288640
572,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.7,2309120,2339328
572,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,2.4,2369536,2476544
573,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.8,2524160,2559488
573,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,1.1,2579968,2627072
573,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,1.6,2650624,2719744
574,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,0.9,2749952,2790912
574,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.9,2799616,2840064
574,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,2.1,2882048,2973184
575,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,1.1,3008512,3055104
575,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.8,3074560,3110400
575,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,2.5,3130880,3242496
575,48,例文2,097_Kikutan_Chinese_Nyumon.mp3,2.2,3289600,3385856
576,48,中国語,097_Kikutan_Chinese_Nyumon.mp3,1.2,3428352,3482112
576,48,日本語,097_Kikutan_Chinese_Nyumon.mp3,0.7,3505664,3535360
576,48,例文1,097_Kikutan_Chinese_Nyumon.mp3,1.8,3559936,3639296
577,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.2,142336,194560
577,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.1,220160,270848
577,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,2.3,296960,397824
578,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,0.9,429056,469504
578,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,0.7,497152,529920
578,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,1.7,544768,619520
579,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.1,655360,706048
579,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.1,727552,777728
579,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,2.7,815616,932864
579,49,例文2,098_Kikutan_Chinese_Nyumon.mp3,2.2,969216,1065472
580,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.2,1101312,1153536
580,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,0.9,1174016,1213440
580,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,1.3,1228288,1286144
581,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.0,1345024,1387520
581,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.2,1404928,1458688
581,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,2.1,1487360,1578496
582,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.2,1644544,1698816
582,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,0.8,1719296,1754112
582,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,3.9,1780736,1953280
583,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.3,2011136,2068480
583,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.0,2095104,2138624
583,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,3.3,2171392,2316288
584,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,0.9,2358272,2399744
584,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.4,2419200,2480640
584,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,3.3,2523648,2669568
585,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.0,2727936,2774016
585,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.1,2794496,2845184
585,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,2.1,2887168,2978304
586,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.1,3020288,3066880
586,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.1,3086848,3137536
586,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,1.7,3163136,3237376
587,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.2,3290112,3341312
587,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,0.7,3361792,3392000
587,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,2.7,3411456,3529216
588,49,中国語,098_Kikutan_Chinese_Nyumon.mp3,1.3,3565568,3622912
588,49,日本語,098_Kikutan_Chinese_Nyumon.mp3,1.1,3638272,3688448
588,49,例文1,098_Kikutan_Chinese_Nyumon.mp3,2.6,3731968,3846656
